dev_001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
dev_002,0.7520661157024794,0.10743801652892562,0.008264462809917356,0.0,0.08264462809917356,0.049586776859504134,0.0,1,0,0,1
dev_003,0.9913793103448276,0.0,0.0,0.0,0.0,0.0,0.008620689655172414,0,0,1,0
dev_004,0.12612612612612611,0.0,0.0,0.0,0.0,0.0,0.8738738738738738,0,0,1,0
dev_005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
dev_006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
dev_007,0.9166666666666666,0.0,0.0,0.05555555555555555,0.027777777777777776,0.0,0.0,0,1,0,1
dev_008,0.6273291925465838,0.12422360248447205,0.0,0.0,0.2236024844720497,0.012422360248447204,0.012422360248447204,1,0,1,1
dev_009,0.32,0.49,0.0,0.0,0.0,0.0,0.19,1,0,1,0
dev_010,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
dev_011,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
dev_012,0.3474576271186441,0.0,0.038135593220338986,0.0,0.0,0.0,0.614406779661017,0,0,1,0
dev_013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
dev_014,0.5629335976214074,0.035678889990089196,0.0,0.028741328047571853,0.013875123885034688,0.003964321110009911,0.354806739345887,1,1,1,1
dev_015,0.3136094674556213,0.0,0.08284023668639054,0.0,0.005917159763313609,0.0,0.5976331360946746,0,0,1,1
dev_016,0.9666666666666667,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,1,0,0,0
dev_017,0.9074889867841409,0.0,0.0,0.0,0.08370044052863436,0.0,0.00881057268722467,0,0,1,1
dev_018,0.6259097525473072,0.1615720524017467,0.07132459970887918,0.001455604075691412,0.002911208151382824,0.0,0.13682678311499272,1,1,1,1
dev_019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
dev_020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
dev_021,0.11162790697674418,0.027906976744186046,0.0,0.0,0.0,0.009302325581395349,0.8511627906976744,1,0,1,0
dev_022,0.9124423963133641,0.0,0.02304147465437788,0.0,0.0,0.018433179723502304,0.04608294930875576,0,0,1,0
dev_023,0.9933333333333333,0.0,0.0,0.0,0.0,0.0,0.006666666666666667,0,0,1,0
dev_024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
dev_025,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.9411764705882353,0,0,1,0
dev_026,0.961038961038961,0.012987012987012988,0.0,0.0,0.025974025974025976,0.0,0.0,1,0,0,1
dev_027,0.08441558441558442,0.032467532467532464,0.006493506493506494,0.012987012987012988,0.0,0.0,0.8636363636363636,1,1,1,0
dev_028,0.16225165562913907,0.0033112582781456954,0.016556291390728478,0.0,0.0,0.0,0.8178807947019867,1,0,1,0
dev_029,0.5813953488372093,0.0,0.015503875968992248,0.0,0.06201550387596899,0.0,0.34108527131782945,0,0,1,1
dev_030,0.6174496644295302,0.10067114093959731,0.0,0.0,0.2684563758389262,0.013422818791946308,0.0,1,0,0,1
dev_031,0.9534883720930233,0.0,0.0,0.0,0.046511627906976744,0.0,0.0,0,0,0,1
dev_032,0.9636363636363636,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,1,0,0,0
dev_033,0.9777777777777777,0.011111111111111112,0.007407407407407408,0.0,0.003703703703703704,0.0,0.0,1,0,0,1
dev_034,0.9791666666666666,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,1,0,0,0
dev_035,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
dev_036,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
dev_037,0.8640776699029126,0.02912621359223301,0.009708737864077669,0.0,0.04854368932038835,0.0,0.04854368932038835,1,0,1,1
dev_038,0.2605042016806723,0.453781512605042,0.058823529411764705,0.03361344537815126,0.0,0.008403361344537815,0.18487394957983194,1,1,1,0
dev_039,0.7931034482758621,0.022988505747126436,0.0,0.0,0.0,0.0,0.1839080459770115,1,0,1,0
dev_040,0.029411764705882353,0.058823529411764705,0.0196078431372549,0.0,0.0,0.0,0.8921568627450981,1,0,1,0
dev_041,0.9803921568627451,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0,0,0,0
dev_042,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
dev_043,0.7857142857142857,0.0,0.21428571428571427,0.0,0.0,0.0,0.0,0,0,0,0
dev_044,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
dev_045,0.36153846153846153,0.0038461538461538464,0.0,0.0,0.0,0.007692307692307693,0.6269230769230769,1,0,1,0
dev_046,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
dev_047,0.9947643979057592,0.0,0.0,0.0,0.0,0.005235602094240838,0.0,0,0,0,0
dev_048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
dev_049,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.7307692307692307,0,0,1,0
dev_050,0.6350710900473934,0.05687203791469194,0.04739336492890995,0.0,0.0,0.0,0.26066350710900477,1,0,1,0
dev_051,0.4926315789473684,0.016842105263157894,0.0,0.008421052631578947,0.03368421052631579,0.0,0.44842105263157894,1,1,1,1
dev_052,0.8604651162790697,0.011627906976744186,0.011627906976744186,0.0,0.0,0.0,0.11627906976744186,1,0,1,0
dev_053,0.9915254237288136,0.0,0.0,0.0,0.00847457627118644,0.0,0.0,0,0,0,1
dev_054,0.8142857142857143,0.04285714285714286,0.1,0.0,0.0,0.014285714285714285,0.02857142857142857,1,0,1,0
dev_055,0.9944444444444445,0.0,0.0,0.0,0.005555555555555556,0.0,0.0,0,0,0,1
dev_056,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
dev_057,0.7626076260762608,0.22263222632226323,0.0012300123001230013,0.0,0.0012300123001230013,0.0012300123001230013,0.01107011070110701,1,0,1,1
dev_058,0.8940092165898618,0.004608294930875576,0.0,0.0,0.04608294930875576,0.0,0.055299539170506916,1,0,1,1
dev_059,0.23972602739726026,0.0,0.0,0.0,0.0,0.0,0.7602739726027398,0,0,1,0
dev_060,0.9166666666666666,0.0,0.0,0.007246376811594203,0.07608695652173914,0.0,0.0,0,1,0,1
test_001,0.08947368421052632,0.02631578947368421,0.010526315789473684,0.0,0.03684210526315789,0.005263157894736842,0.8315789473684211,1,0,1,1
test_002,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0,0,1,0
test_003,0.9884393063583815,0.0,0.0,0.0,0.011560693641618497,0.0,0.0,0,0,0,1
test_004,0.9920318725099602,0.00796812749003984,0.0,0.0,0.0,0.0,0.0,1,0,0,0
test_005,0.8277777777777777,0.011111111111111112,0.0,0.005555555555555556,0.016666666666666666,0.0,0.1388888888888889,1,1,1,1
test_006,0.581081081081081,0.013513513513513514,0.02252252252252252,0.0,0.12612612612612611,0.0,0.25675675675675674,1,0,1,1
